data,categoria,tipo,valor,descricao,metodo_pgto
2022/06/09,Freelance,receita,"R$ 5.306,59",Freelance - pagamento,Pix
24-08-2023,Bônus,receita,6021.81,,Boleto
27-07-2024,Rendimentos,receita,"R$ 6.145,08",Rendimentos - pagamento,
2024/11/20,alimentação,,"R$ 645,04",,
22/06/2024,Educação,despesa,409.33,,Transferência
09-03-2024, Saúde,despesa,48.02,,Transferência
2023-06-21,Freelance,receita,5349.84,Freelance - pagamento,Débito
2022/07/13,Moradia,despesa,435.33,Moradia - pagamento,Boleto
01-07-2022,Alimentação,despesa,699.29,,Transferência
20-11-2024,Alimentação,despesa,346.39,,Pix
2022/09/15,Rendimentos,receita,3358.5,,Transferência
2023-07-19,Manutenção,despesa,51.63,Manutenção - pagamento,
2024-03-15, Saúde,despesa,236.21,Saúde - pagamento,Boleto
2024-07-20,Impostos,despesa,565.12,,Cartão de Crédito
2023-10-27,Manutenção,despesa,517.58,,Transferência
23/09/2024,Rendimentos,receita,7637.23,Rendimentos - pagamento,Transferência
2023-11-27,Freelance,receita,4964.66,Freelance - pagamento,Pix
29/11/2023,Lazer,despesa,157.36,Lazer - pagamento,Transferência
03/01/2023,Freelance,receita,4216.51,Freelance - pagamento,
28/04/2022,Moradia,despesa,179.05,Moradia - pagamento,Transferência
2023-08-13,Educação,despesa,422.58,Educação - pagamento,
2024-08-27,Alimentação,despesa,389.95,Alimentação - pagamento,Pix
2024-03-14,alimentação,despesa,607.77,alimentação - pagamento,Cartão de Crédito
2024/04/11,Transporte ,despesa,294.83,,Transferência
2024-10-11,Transporte ,despesa,180.81,Transporte - pagamento,Débito
19/06/2022,Transporte ,despesa,5,Transporte - pagamento,Pix
09-05-2022,Transporte ,despesa,148.98,,Débito
17-07-2022,Lazer,despesa,"R$ 346,66",Lazer - pagamento,
2024/03/26,Vestuário,despesa,531.33,,Boleto
21/02/2023,Lazer,despesa,28.76,Lazer - pagamento,
2023-04-07,Bônus,receita,2580.79,,Pix
18-08-2024,Vestuário,despesa,149.43,Vestuário - pagamento,Débito
2023/10/03,alimentação,despesa,"R$ 330,97",alimentação - pagamento,Pix
23-02-2022, Saúde,despesa,"R$ 798,41",Saúde - pagamento,Transferência
03/12/2022,Lazer,despesa,448.73,Lazer - pagamento,
11/11/2022,Salário,receita,6018.46,Salário - pagamento,Cartão de Crédito
2022/05/13,assinaturas,despesa,698.17,assinaturas - pagamento,Boleto
08/05/2024,Alimentação,despesa,580.43,,Pix
07/06/2023,Bônus,receita,"R$ 3.596,46",Bônus - pagamento,Transferência
19-11-2024,Lazer,despesa,510.51,Lazer - pagamento,Transferência
2022/07/25,Salário,receita,3756.78,Salário - pagamento,Cartão de Crédito
03/08/2022,assinaturas,despesa,16.34,assinaturas - pagamento,
22/03/2022,alimentação,despesa,414.52,alimentação - pagamento,Boleto
14/03/2022,Manutenção,despesa,393.73,Manutenção - pagamento,
2023/11/08,Moradia,despesa,"R$ 553,29",Moradia - pagamento,Cartão de Crédito
2023/05/22,Salário,receita,"R$ 1.821,09",Salário - pagamento,Débito
2022-10-02, Saúde,despesa,194.2,Saúde - pagamento,Boleto
20/12/2022,assinaturas,despesa,249.55,,Transferência
29/02/2024,Vestuário,despesa,461.55,Vestuário - pagamento,Pix
2022/11/24,Moradia,despesa,"R$ 1.041,10",,
2024-12-29,assinaturas,despesa,458.92,,Pix
30/05/2023,assinaturas,despesa,169.7,assinaturas - pagamento,Pix
2023-01-21,Bônus,receita,6706.32,Bônus - pagamento,Boleto
2024-02-13,Lazer,despesa,5,,Boleto
2024-01-26,Impostos,despesa,705.94,Impostos - pagamento,
07/01/2023,Transporte ,despesa,"R$ 116,49",,Boleto
25/09/2022,Vestuário,despesa,80.63,Vestuário - pagamento,Transferência
2024-11-28,Freelance,receita,7157.63,Freelance - pagamento,
11/06/2022,Alimentação,despesa,381.51,Alimentação - pagamento,Débito
28/05/2024,Manutenção,despesa,105.15,Manutenção - pagamento,Débito
2024/07/27,Lazer,despesa,612.12,Lazer - pagamento,Cartão de Crédito
28-01-2022,Salário,receita,2995.24,Salário - pagamento,Cartão de Crédito
16-01-2024,Freelance,receita,"R$ 6.726,17",,Débito
2024-07-01,Salário,receita,4241.92,Salário - pagamento,Transferência
2023-02-19,Educação,despesa,185.54,Educação - pagamento,Boleto
08-08-2022,Freelance,,3563.04,Freelance - pagamento,Cartão de Crédito
04-04-2023,Educação,despesa,143.94,Educação - pagamento,Cartão de Crédito
19-05-2024,Lazer,despesa,505.3,Lazer - pagamento,Débito
20-08-2024,Alimentação,despesa,308.11,Alimentação - pagamento,Transferência
24-02-2024,Alimentação,despesa,52.32,Alimentação - pagamento,Transferência
2022-05-07,assinaturas,despesa,704.53,assinaturas - pagamento,Cartão de Crédito
23/12/2022,Vestuário,despesa,"R$ 380,53",Vestuário - pagamento,Boleto
2023-05-18,Bônus,receita,6722.72,,
04/01/2024,Alimentação,despesa,531.23,Alimentação - pagamento,Débito
2022-06-16,assinaturas,despesa,273.93,assinaturas - pagamento,Cartão de Crédito
2023-11-24,Rendimentos,receita,4511.2,Rendimentos - pagamento,Boleto
2024/08/17, Saúde,despesa,355.11,Saúde - pagamento,
18/03/2022,Vestuário,despesa,390.52,Vestuário - pagamento,Pix
23/01/2024,alimentação,despesa,191.04,alimentação - pagamento,Boleto
17-06-2023,Salário,receita,"R$ 3.219,07",Salário - pagamento,
2024/05/15,Freelance,receita,2520.86,,Pix
29/05/2024, Saúde,despesa,233.11,Saúde - pagamento,Pix
23-05-2022,Manutenção,despesa,343.72,,Débito
2022-08-12,Transporte ,despesa,420.98,,Boleto
2022-03-31,Bônus,receita,8979.09,Bônus - pagamento,Transferência
2022/12/27,Impostos,despesa,"R$ 407,03",Impostos - pagamento,
13/12/2023,Lazer,despesa,352.29,Lazer - pagamento,Pix
2024-12-06,Transporte ,despesa,228.37,Transporte - pagamento,Pix
2022/02/04,Educação,despesa,372.11,Educação - pagamento,Cartão de Crédito
07/07/2023,Transporte ,despesa,748.36,Transporte - pagamento,Cartão de Crédito
2024/11/19,Educação,despesa,285.7,Educação - pagamento,Transferência
2023-05-16,Educação,despesa,"R$ 219,11",Educação - pagamento,
2024-05-03,alimentação,despesa,78.32,,
2023-12-20,Bônus,receita,5180.45,Bônus - pagamento,Pix
25/02/2023,,receita,1677.31,,Transferência
14-03-2024,Lazer,despesa,401.4,Lazer - pagamento,
08-06-2022,Transporte ,despesa,166.57,Transporte - pagamento,
2024/08/09,Moradia,despesa,626.57,,Cartão de Crédito
2023-11-11,assinaturas,despesa,"R$ 154,23",,Transferência
2024-08-20,Moradia,despesa,237.38,,Cartão de Crédito
2023/01/25,assinaturas,despesa,124.68,assinaturas - pagamento,Pix
2023-06-24,Educação,despesa,379.4,Educação - pagamento,Pix
04-02-2023,Salário,receita,5793.98,Salário - pagamento,Transferência
12/02/2022,Vestuário,despesa,485.76,Vestuário - pagamento,Transferência
2023-04-12,Educação,despesa,199.27,,Boleto
2022/12/21,Vestuário,despesa,311.12,Vestuário - pagamento,Pix
2024/10/03,assinaturas,despesa,438.03,assinaturas - pagamento,Pix
16-02-2024,Moradia,despesa,437.23,Moradia - pagamento,Transferência
2022-03-13,alimentação,despesa,232.52,alimentação - pagamento,Cartão de Crédito
01-10-2022,Rendimentos,receita,5706.47,Rendimentos - pagamento,
2024/02/11,Salário,receita,4829.86,,Cartão de Crédito
18/03/2024,Vestuário,despesa,118.71,,Cartão de Crédito
2022-01-13,Manutenção,despesa,393.71,Manutenção - pagamento,Pix
2024-05-18,assinaturas,despesa,344.36,assinaturas - pagamento,
2024/05/10,Transporte ,despesa,123.94,Transporte - pagamento,Boleto
13/07/2023,Vestuário,despesa,689.19,Vestuário - pagamento,Transferência
2023-02-03, Saúde,despesa,293.83,Saúde - pagamento,Cartão de Crédito
2022-03-30,Rendimentos,receita,1251.08,Rendimentos - pagamento,Boleto
2022-04-19,Rendimentos,receita,4769.15,Rendimentos - pagamento,Cartão de Crédito
13/02/2024,alimentação,despesa,846.52,alimentação - pagamento,Cartão de Crédito
13-06-2023,assinaturas,despesa,136.31,assinaturas - pagamento,
10-04-2024,Transporte ,despesa,414.64,,Débito
2023/11/14,Freelance,receita,2812.53,Freelance - pagamento,Boleto
07-11-2024,Educação,despesa,-1813.12,,Transferência
06/02/2024,Salário,receita,2220.76,Salário - pagamento,Transferência
21/08/2023,Manutenção,despesa,633.68,Manutenção - pagamento,Débito
30/06/2024,Transporte ,despesa,"R$ 444,81",Transporte - pagamento,Transferência
2023-07-16,Vestuário,despesa,5,,Boleto
02-04-2023,Impostos,despesa,5,,Boleto
2024/01/01,Salário,receita,2055.25,Salário - pagamento,Transferência
26/05/2023,alimentação,despesa,310.73,alimentação - pagamento,Pix
26-01-2024,Vestuário,despesa,455.25,Vestuário - pagamento,
2024/05/26,Lazer,despesa,567.33,Lazer - pagamento,Boleto
2024/03/25,Lazer,despesa,545.41,Lazer - pagamento,Boleto
04/08/2024,Moradia,despesa,342.25,Moradia - pagamento,Transferência
2023-05-30,Impostos,despesa,5,Impostos - pagamento,Pix
2022/08/31,Educação,despesa,167.61,Educação - pagamento,Cartão de Crédito
2024-01-04,Educação,despesa,641.92,Educação - pagamento,Débito
25/10/2024,Impostos,despesa,357.45,Impostos - pagamento,Cartão de Crédito
19/04/2023,Freelance,receita,5796.04,Freelance - pagamento,Pix
2022-03-18,Lazer,despesa,546.84,Lazer - pagamento,Débito
2024-04-21,Manutenção,despesa,727.95,Manutenção - pagamento,Pix
17-01-2023,Vestuário,despesa,582.55,Vestuário - pagamento,Transferência
2024-01-05,Lazer,despesa,281.34,Lazer - pagamento,Pix
2024-12-26,Vestuário,despesa,139.24,Vestuário - pagamento,Boleto
21/02/2024,Rendimentos,receita,7107.07,Rendimentos - pagamento,Boleto
04/10/2022,Impostos,despesa,179.48,Impostos - pagamento,
2024-05-10,Rendimentos,receita,4429.73,Rendimentos - pagamento,Pix
2022-01-28,Moradia,despesa,5,,Cartão de Crédito
2023-11-14,Alimentação,despesa,105.49,Alimentação - pagamento,Débito
13/08/2023,Manutenção,despesa,30.85,Manutenção - pagamento,Pix
02/03/2024,alimentação,despesa,630.38,alimentação - pagamento,Cartão de Crédito
05-05-2022,Alimentação,,1070.44,,Transferência
13/12/2024,Lazer,despesa,444.93,Lazer - pagamento,Pix
02-03-2022,Salário,receita,6516.29,Salário - pagamento,Cartão de Crédito
2024-05-21,Transporte ,despesa,"R$ 232,47",Transporte - pagamento,Boleto
03-10-2023,Salário,receita,5954.77,,Transferência
31/01/2022, Saúde,despesa,445.22,Saúde - pagamento,Boleto
2024/06/21,Educação,despesa,401.96,Educação - pagamento,Transferência
09-05-2024,Impostos,despesa,589.55,Impostos - pagamento,Boleto
17/02/2022,Educação,despesa,497.27,Educação - pagamento,Transferência
15/09/2022,Rendimentos,receita,6678.35,Rendimentos - pagamento,Boleto
23-12-2022,Lazer,despesa,113.61,Lazer - pagamento,Pix
17/03/2023,Freelance,receita,6847.01,Freelance - pagamento,Débito
23-02-2024,alimentação,despesa,5,,Pix
23-06-2022,Salário,receita,6406.59,Salário - pagamento,Transferência
2022-12-20,Transporte ,despesa,302.02,,Cartão de Crédito
19/11/2023,Educação,despesa,437.82,,Débito
16/11/2023,assinaturas,despesa,5,assinaturas - pagamento,Pix
30/12/2023, Saúde,despesa,"R$ 466,70",Saúde - pagamento,Cartão de Crédito
2024/06/20, Saúde,despesa,250.69,Saúde - pagamento,Cartão de Crédito
2023/02/04,Impostos,despesa,506.15,Impostos - pagamento,
2022-05-15,Moradia,despesa,5,Moradia - pagamento,Pix
13-08-2023,Impostos,despesa,412.9,,Boleto
20-09-2024,Rendimentos,receita,"R$ 4.320,42",Rendimentos - pagamento,
16/09/2022,Bônus,receita,6933.02,Bônus - pagamento,Pix
2022/10/11,Salário,receita,3560.21,Salário - pagamento,Transferência
21/03/2022,Transporte ,despesa,108.07,Transporte - pagamento,
2024/01/16,assinaturas,despesa,"R$ 346,99",assinaturas - pagamento,Transferência
09-10-2022,Transporte ,despesa,196.33,Transporte - pagamento,Cartão de Crédito
01-09-2023,alimentação,despesa,741.59,alimentação - pagamento,Pix
2022/01/23, Saúde,despesa,"R$ 384,94",Saúde - pagamento,Cartão de Crédito
2023-12-22,Impostos,despesa,"R$ 332,57",Impostos - pagamento,
2023-06-24,Moradia,despesa,5,,
2022-06-19,Transporte ,despesa,208.08,,Transferência
2024-08-18,Vestuário,despesa,619.01,Vestuário - pagamento,Transferência
10/12/2024,Manutenção,despesa,517.67,Manutenção - pagamento,Débito
18/01/2022,Bônus,receita,3708.61,,Cartão de Crédito
2022-11-09,Educação,despesa,335.39,,Cartão de Crédito
2022/09/25,Impostos,despesa,49.81,Impostos - pagamento,Débito
11-10-2024,Freelance,receita,1808.28,Freelance - pagamento,Pix
2024-02-13,assinaturas,despesa,80.94,assinaturas - pagamento,Cartão de Crédito
2022-07-08, Saúde,despesa,5,,
2023/04/01,Freelance,receita,4851.91,Freelance - pagamento,
2024/04/07,alimentação,despesa,386.21,,Boleto
2023/10/29, Saúde,despesa,372.63,,Cartão de Crédito
23/01/2023,Transporte ,despesa,533.93,Transporte - pagamento,Transferência
09-06-2022,Impostos,despesa,372.05,Impostos - pagamento,Transferência
28-07-2024,Rendimentos,receita,"R$ 5.346,42",Rendimentos - pagamento,Boleto
2023/01/11,Alimentação,despesa,317.67,Alimentação - pagamento,Boleto
2023/01/19,Impostos,despesa,434.09,,Transferência
2024-01-19,Lazer,despesa,295.95,,Pix
2022/05/05,Lazer,despesa,5,Lazer - pagamento,
2022-06-27,Moradia,despesa,272.54,,Transferência
2022/02/14,Freelance,receita,2943.85,Freelance - pagamento,Boleto
2024-10-14,,despesa,305.51,,Cartão de Crédito
12/03/2022,Moradia,despesa,104.72,,Cartão de Crédito
07-03-2022,assinaturas,despesa,330.86,assinaturas - pagamento,
19/01/2023,Educação,despesa,766.69,,Pix
09-10-2022,Moradia,despesa,119.37,,Débito
2024-05-14,Vestuário,despesa,571.78,Vestuário - pagamento,Débito
26-11-2022,alimentação,despesa,66.11,,Débito
18-05-2024,Vestuário,despesa,131.22,Vestuário - pagamento,Boleto
2024-08-20,Bônus,receita,4861.74,,Boleto
2022-09-24,Moradia,despesa,113.53,,Pix
2022-01-14,Alimentação,despesa,294.47,,Pix
16-09-2023,Lazer,despesa,"R$ 252,45",,Transferência
20-05-2023,Impostos,despesa,142.76,Impostos - pagamento,Débito
26-08-2024,Lazer,despesa,354.01,Lazer - pagamento,Boleto
2022/04/03,Educação,despesa,65.8,,Transferência
2023-07-02,Impostos,despesa,257.04,Impostos - pagamento,Boleto
2023/08/15,Lazer,despesa,382.91,Lazer - pagamento,Cartão de Crédito
26/09/2023,Freelance,receita,5961.48,Freelance - pagamento,
2024-07-26,Moradia,despesa,667.71,,Débito
24-09-2024,Bônus,receita,5069.74,Bônus - pagamento,Débito
03-10-2023,Vestuário,despesa,455.14,Vestuário - pagamento,Débito
05/09/2024,Rendimentos,receita,2660.82,Rendimentos - pagamento,
2023/12/26,Manutenção,despesa,389.13,Manutenção - pagamento,Boleto
2024/03/16,alimentação,despesa,-638.93,alimentação - pagamento,Boleto
2022/09/26,assinaturas,despesa,334.04,assinaturas - pagamento,
06-11-2024,Vestuário,despesa,450.59,,Boleto
2023/11/12,Rendimentos,receita,5983.66,,Boleto
25/09/2022,Vestuário,despesa,80.63,Vestuário - pagamento,Transferência
2022/08/03,Lazer,despesa,344.87,,Boleto
2024/08/25,Impostos,despesa,5,,Cartão de Crédito
10-01-2022,Alimentação,despesa,398.1,,Cartão de Crédito
10-07-2024,Transporte ,despesa,520.32,Transporte - pagamento,Pix
10-12-2022,Rendimentos,receita,2703.28,Rendimentos - pagamento,Débito
16-05-2024,alimentação,despesa,411.9,,
2024/06/25,assinaturas,despesa,903.76,assinaturas - pagamento,Pix
06/08/2023,Impostos,despesa,281.45,Impostos - pagamento,Débito
2023/12/03,Lazer,despesa,178.91,,Transferência
23/02/2024, Saúde,despesa,448.88,,Transferência
16/05/2024,Impostos,despesa,576.11,,Transferência
15/01/2024,alimentação,despesa,"R$ 5,00",alimentação - pagamento,Boleto
2023-12-05,Salário,receita,5998.6,Salário - pagamento,Transferência
01/06/2023,Alimentação,despesa,284.17,,Boleto
2024-12-29,Bônus,receita,2197.86,Bônus - pagamento,Cartão de Crédito
26-01-2024,Impostos,despesa,85.19,Impostos - pagamento,Débito
2023-02-11,Freelance,receita,4310.71,Freelance - pagamento,
2024-06-20,Rendimentos,receita,4314.33,,Débito
06/10/2023,Moradia,despesa,417.49,Moradia - pagamento,Pix
17-01-2022,Salário,receita,4447.53,Salário - pagamento,Pix
2022/10/13, Saúde,despesa,463.59,Saúde - pagamento,Transferência
2023-01-09,Moradia,despesa,205.59,Moradia - pagamento,Cartão de Crédito
2023-10-09,Educação,despesa,346.97,Educação - pagamento,Pix
2024/10/29,Bônus,receita,3179.7,Bônus - pagamento,Pix
16-05-2023,Manutenção,despesa,5,Manutenção - pagamento,Pix
2023/06/29,Bônus,receita,1315.37,Bônus - pagamento,
17/04/2024,Moradia,despesa,225.47,Moradia - pagamento,Pix
2024/08/11,Lazer,despesa,608.26,,Cartão de Crédito
14-08-2022,Bônus,receita,4768.84,Bônus - pagamento,Cartão de Crédito
2022-08-26,Rendimentos,receita,6909.18,Rendimentos - pagamento,Cartão de Crédito
22/01/2022,Transporte ,despesa,425.11,,
2022-08-16,Vestuário,despesa,697.92,Vestuário - pagamento,Cartão de Crédito
2024-04-18,alimentação,despesa,500.48,,Cartão de Crédito
2022/03/07,assinaturas,despesa,510.03,assinaturas - pagamento,Débito
29-10-2023,Bônus,receita,1565.37,Bônus - pagamento,Boleto
2023-06-02,Vestuário,despesa,613.86,Vestuário - pagamento,Boleto
09-12-2023,Freelance,receita,3117.77,Freelance - pagamento,
05-04-2024,assinaturas,despesa,654.71,,Transferência
19-02-2024,Transporte ,despesa,499.29,Transporte - pagamento,Pix
2023/04/07,Educação,despesa,472.44,,Débito
2022-10-29,Transporte ,despesa,536.58,Transporte - pagamento,Cartão de Crédito
30-04-2022,Salário,receita,1764.71,Salário - pagamento,Débito
15-02-2022,,receita,-2488.14,Salário - pagamento,
22-06-2022,Rendimentos,receita,4999.01,Rendimentos - pagamento,Cartão de Crédito
2022-08-18,Transporte ,despesa,64.83,,Débito
2023/01/13,Rendimentos,receita,"R$ 5.540,60",,Transferência
03/10/2022,Rendimentos,receita,4262.64,Rendimentos - pagamento,Débito
16-02-2024,assinaturas,despesa,559.52,assinaturas - pagamento,
29-09-2022,Impostos,despesa,822.28,Impostos - pagamento,Cartão de Crédito
30/11/2024,Vestuário,despesa,214.11,Vestuário - pagamento,Transferência
21-12-2022,Impostos,despesa,59.27,Impostos - pagamento,
2024-08-07,Salário,receita,23628.44,,Pix
2022/03/18,assinaturas,,48.43,assinaturas - pagamento,Transferência
2023/09/25,Salário,receita,4057.09,,Transferência
07-02-2024,Rendimentos,receita,7621.25,,Débito
06-07-2023,Rendimentos,receita,5862.57,Rendimentos - pagamento,Pix
13/05/2023,Salário,receita,2092.44,,Cartão de Crédito
20/07/2023,Bônus,receita,6608.07,,Débito
2024-08-31,Transporte ,despesa,268.79,Transporte - pagamento,Pix
2024/03/20,Vestuário,despesa,464.27,,Pix
2022/08/20,Manutenção,despesa,360.22,,
20/07/2022,assinaturas,despesa,528.85,assinaturas - pagamento,
2024-12-30, Saúde,despesa,308.68,,Cartão de Crédito
2023/09/13,Moradia,despesa,215.83,,
27-09-2024,Alimentação,despesa,5,Alimentação - pagamento,Boleto
2024-08-26,Bônus,receita,4913.52,Bônus - pagamento,Boleto
2022/11/10,alimentação,despesa,661.59,,Boleto
16-10-2024,Impostos,despesa,5,Impostos - pagamento,
22-07-2023,alimentação,despesa,216.79,alimentação - pagamento,Cartão de Crédito
2023-04-20, Saúde,despesa,232.01,,Boleto
2022-03-25,Educação,despesa,503.87,,Boleto
22-02-2022,Salário,receita,4894.11,,
2022/06/21,Manutenção,despesa,474.13,Manutenção - pagamento,Boleto
15-08-2023,Vestuário,despesa,490.23,Vestuário - pagamento,Transferência
2022-02-24, Saúde,despesa,725.94,,Boleto
19-03-2024,assinaturas,despesa,564.61,assinaturas - pagamento,
24-08-2024,Moradia,despesa,767.27,Moradia - pagamento,Transferência
19-05-2024,Transporte ,despesa,269.8,Transporte - pagamento,Pix
2023-05-12,Educação,despesa,451.35,,Transferência
2023/02/05,Educação,despesa,662.5,,Pix
17-09-2024,Rendimentos,receita,5788.7,Rendimentos - pagamento,Transferência
06-09-2024,Vestuário,despesa,300.08,Vestuário - pagamento,Pix
07/10/2024,Educação,despesa,193.91,Educação - pagamento,
23-03-2022,assinaturas,despesa,375.7,assinaturas - pagamento,Débito
2023-09-18,Transporte ,despesa,226.38,Transporte - pagamento,
2022/10/09,Lazer,despesa,404.4,Lazer - pagamento,Pix
2023/08/13,Alimentação,despesa,652.05,Alimentação - pagamento,
10/03/2024,Impostos,despesa,"R$ 95,99",Impostos - pagamento,Débito
2022/08/09,Freelance,receita,3023.48,Freelance - pagamento,
2022-09-29,Lazer,despesa,506.17,Lazer - pagamento,Boleto
2022/10/27,Vestuário,despesa,416.63,,Cartão de Crédito
2023/04/08,assinaturas,despesa,92.62,assinaturas - pagamento,Transferência
21-03-2023,Manutenção,despesa,523.43,Manutenção - pagamento,Boleto
03-10-2022,Transporte ,despesa,343.08,Transporte - pagamento,Cartão de Crédito
2024-08-27,Salário,receita,5625.99,Salário - pagamento,Cartão de Crédito
2024/06/20,Vestuário,despesa,533.52,,Cartão de Crédito
2023/02/28,Impostos,despesa,293.64,Impostos - pagamento,Cartão de Crédito
2024-02-06,Manutenção,despesa,187.0,Manutenção - pagamento,Débito
2023-02-25,Vestuário,despesa,601.31,Vestuário - pagamento,Boleto
01/01/2022,Alimentação,despesa,5,Alimentação - pagamento,
2024/07/02,Educação,despesa,490.46,Educação - pagamento,Débito
05-02-2022,Educação,despesa,339.97,Educação - pagamento,Transferência
11/02/2023,Transporte ,despesa,"R$ 176,03",,Transferência
23-10-2024,Transporte ,despesa,47.36,Transporte - pagamento,
21/02/2023,Lazer,despesa,28.76,Lazer - pagamento,
2023/04/09,Moradia,despesa,5,,Boleto
30/09/2022,alimentação,despesa,"R$ 455,78",alimentação - pagamento,Transferência
01-03-2023,Vestuário,despesa,296.44,Vestuário - pagamento,
16/09/2023,,receita,"R$ 4.293,08",Salário - pagamento,Boleto
2022-12-21,Transporte ,,336.79,Transporte - pagamento,
28/03/2024,Transporte ,despesa,215.45,,
12/02/2022,Manutenção,despesa,144.16,Manutenção - pagamento,Transferência
07-05-2024,alimentação,despesa,507.03,,
19/08/2022, Saúde,despesa,582.92,Saúde - pagamento,Transferência
01/08/2022,Educação,despesa,125.97,Educação - pagamento,Débito
2022-07-20,Freelance,,5927.27,Freelance - pagamento,Cartão de Crédito
11/09/2024,Bônus,receita,5476.18,Bônus - pagamento,Pix
16-11-2024,Impostos,despesa,-4742.78,,
09/04/2024,Impostos,despesa,423.6,Impostos - pagamento,Cartão de Crédito
21-05-2022,Impostos,despesa,341.3,Impostos - pagamento,Transferência
06/09/2023,Impostos,despesa,11.08,Impostos - pagamento,Transferência
25-06-2022,Freelance,receita,5124.6,Freelance - pagamento,Cartão de Crédito
01/10/2023,Salário,receita,6223.57,,Cartão de Crédito
24/01/2022,Lazer,despesa,"R$ 360,55",,Débito
2024-01-19,Freelance,receita,"R$ 6.519,70",Freelance - pagamento,Boleto
23/02/2022,Vestuário,despesa,449.33,Vestuário - pagamento,
2022/11/18,Vestuário,despesa,391.82,,Boleto
2024/10/04,Bônus,receita,3483.75,,Pix
17/05/2024,Lazer,despesa,5,Lazer - pagamento,Cartão de Crédito
14/01/2022,Rendimentos,receita,"R$ 3.182,39",,
15/12/2022,Manutenção,despesa,224.04,Manutenção - pagamento,Boleto
2024/12/11,alimentação,despesa,525.66,alimentação - pagamento,
2023-07-05,Vestuário,despesa,348.83,,Transferência
06/05/2023,Vestuário,despesa,5,,Pix
18/11/2022,alimentação,despesa,869.39,alimentação - pagamento,Boleto
05/10/2022,Freelance,receita,7213.18,,Débito
24/06/2022,Lazer,despesa,245.01,Lazer - pagamento,Transferência
2024-05-23,Moradia,despesa,337.26,Moradia - pagamento,Débito
26-10-2024,Educação,despesa,219.28,,Cartão de Crédito
30-05-2024,Freelance,receita,2776.91,Freelance - pagamento,Cartão de Crédito
2024/04/03,Freelance,receita,5565.66,Freelance - pagamento,
2024-12-04,Bônus,receita,2914.19,,Débito
2023-01-13, Saúde,despesa,456.51,Saúde - pagamento,Transferência
30/08/2022,Lazer,despesa,255.28,Lazer - pagamento,Pix
16-02-2024,Moradia,despesa,333.42,Moradia - pagamento,Débito
2024-08-23,Impostos,despesa,967.97,Impostos - pagamento,Pix
2022-05-30,Salário,receita,2588.35,,Boleto
2024/11/19,alimentação,despesa,403.74,alimentação - pagamento,
27-03-2022,Alimentação,despesa,117.33,Alimentação - pagamento,Boleto
2022-07-10,Lazer,despesa,184.57,Lazer - pagamento,Pix
2023/08/21, Saúde,despesa,543.44,,Boleto
27/02/2024,alimentação,despesa,365.83,,Boleto
2022/05/19,assinaturas,despesa,136.26,assinaturas - pagamento,Boleto
01/01/2024,Impostos,despesa,668.77,Impostos - pagamento,
28/10/2022,assinaturas,despesa,460.53,assinaturas - pagamento,
26/03/2023,Educação,despesa,483.37,,
2024-01-09,Manutenção,despesa,5,Manutenção - pagamento,Cartão de Crédito
2023/07/18, Saúde,despesa,613.8,Saúde - pagamento,Débito
20-08-2023, Saúde,despesa,703.76,Saúde - pagamento,Boleto
09-12-2022,Salário,receita,3527.04,Salário - pagamento,Transferência
2023/10/23,Lazer,despesa,5,Lazer - pagamento,
17/07/2022,Transporte ,despesa,917.07,,Boleto
24-07-2022,Freelance,receita,3541.1,Freelance - pagamento,Débito
24-02-2024,Manutenção,despesa,455.26,Manutenção - pagamento,Transferência
02/12/2023,Alimentação,despesa,183.34,Alimentação - pagamento,Cartão de Crédito
2022-04-19,Impostos,despesa,455.61,Impostos - pagamento,Cartão de Crédito
31-08-2024,Lazer,despesa,452.7,,
2022-11-22,Impostos,despesa,469.29,Impostos - pagamento,
2023-04-12,Salário,receita,3667.99,Salário - pagamento,Transferência
26/03/2022,Impostos,despesa,367.04,,Pix
2022/09/20,Moradia,despesa,289.65,,Cartão de Crédito
2024-02-11,assinaturas,despesa,"R$ 235,92",assinaturas - pagamento,Débito
12-04-2022,Vestuário,despesa,315.24,Vestuário - pagamento,Cartão de Crédito
23/11/2022,assinaturas,despesa,443.43,assinaturas - pagamento,Cartão de Crédito
27/06/2024,Lazer,despesa,487.28,Lazer - pagamento,Pix
12-05-2023,Educação,despesa,143.88,,Transferência
2022-12-26,Transporte ,despesa,668.3,,Transferência
25/06/2022,Salário,receita,4609.49,Salário - pagamento,Pix
2024-09-10,alimentação,despesa,224.31,,
29/08/2024,Alimentação,despesa,53.51,Alimentação - pagamento,Pix
20-07-2024,Moradia,despesa,529.33,Moradia - pagamento,Pix
2024-02-02,Impostos,despesa,209.84,Impostos - pagamento,Boleto
2024/02/28,Salário,receita,3993.95,Salário - pagamento,Cartão de Crédito
30-01-2022,Transporte ,despesa,134.37,,Cartão de Crédito
2022/01/03,Bônus,receita,3981.63,Bônus - pagamento,Transferência
2022/11/21,Alimentação,despesa,232.17,Alimentação - pagamento,Pix
28-02-2024,Salário,receita,2723.14,Salário - pagamento,Boleto
2022-09-19, Saúde,despesa,748.07,,Boleto
27-06-2022,Manutenção,despesa,456.65,Manutenção - pagamento,Débito
16-02-2022,Transporte ,despesa,529.33,Transporte - pagamento,Transferência
18/02/2024,Rendimentos,receita,4766.2,,Cartão de Crédito
